Chamber_Temp_C,Moisture_Percent,Motor_Load_A,Target_Heater_PWM,Target_Fan_PWM
67.65,13.91,1.49,13.42,36.75
67.67,13.87,1.53,13.41,37.62
67.73,13.84,1.44,14.79,37.88
67.73,13.8,1.55,13.31,36.54
67.69,13.76,1.49,13.32,37.81
67.73,13.73,1.46,14.4,36.9
67.71,13.69,1.47,13.71,38.13
67.7,13.65,1.48,13.64,38.32
67.69,13.62,1.47,13.15,37.62
67.71,13.58,1.48,14.2,38.64
67.7,13.54,1.45,13.46,36.58
67.69,13.51,1.38,14.01,37.71
67.7,13.47,1.46,13.37,38.01
67.68,13.44,1.49,13.95,38.29
67.67,13.4,1.48,13.53,38.16
67.69,13.36,1.42,13.61,38.02
67.7,13.33,1.44,13.68,37.88
67.64,13.29,1.38,12.41,38.46
67.66,13.25,1.51,13.83,38.36
67.66,13.22,1.52,13.93,37.7
67.67,13.18,1.46,13.6,37.24
67.7,13.14,1.42,14.68,37.34
67.69,13.11,1.39,13.82,37.05
67.66,13.07,1.53,14.23,38.1
67.7,13.03,1.6,15.29,37.66
67.67,13.0,1.53,13.14,37.81
67.66,12.96,1.44,14.17,37.43
67.63,12.92,1.38,13.54,37.66
67.64,12.89,1.45,14.85,37.27
67.66,12.85,1.4,14.18,36.7
67.69,12.81,1.42,14.88,37.91
67.68,12.78,1.44,13.81,38.06
67.67,12.74,1.35,13.95,37.42
67.67,12.71,1.55,14.45,37.84
67.69,12.67,1.47,14.0,37.18
67.71,12.63,1.44,14.03,37.57
67.7,12.6,1.54,14.05,36.87
67.67,12.56,1.39,13.4,37.51
67.63,12.52,1.45,12.87,37.57
67.66,12.49,1.44,14.15,37.54
67.66,12.45,1.52,13.77,37.49
67.66,12.41,1.4,13.73,37.69
67.63,12.38,1.47,14.08,36.89
67.63,12.34,1.4,14.04,37.61
67.67,12.3,1.38,14.2,36.9
67.68,12.27,1.43,13.89,37.16
67.66,12.23,1.47,13.67,38.14
67.65,12.2,1.43,13.54,36.95
67.67,12.16,1.36,14.42,37.56
67.72,12.12,1.4,14.92,37.6
67.72,12.09,1.42,13.83,37.23
67.68,12.05,1.41,13.67,38.24
67.68,12.01,1.47,14.14,38.77
67.63,11.98,1.44,13.89,38.67
67.62,11.94,1.45,13.41,36.26
67.69,11.9,1.43,14.15,37.42
67.7,11.87,1.43,14.13,37.42
67.7,11.83,1.44,13.61,38.7
67.7,11.79,1.42,12.66,37.61
67.71,11.76,1.39,14.37,38.51
67.63,11.72,1.44,12.53,38.18
67.61,11.68,1.45,13.61,37.38
67.59,11.65,1.35,13.77,38.05
67.61,11.61,1.5,14.42,37.37
67.59,11.57,1.47,14.24,37.37
67.58,11.54,1.5,14.52,37.17
67.58,11.5,1.37,13.91,37.02
67.6,11.47,1.4,13.75,36.28
67.66,11.43,1.4,15.89,36.88
67.67,11.39,1.38,14.19,37.38
67.6,11.36,1.4,13.27,36.8
67.64,11.32,1.49,14.24,37.09
67.63,11.28,1.4,14.01,36.65
67.61,11.25,1.41,13.89,37.17
67.62,11.21,1.38,14.01,37.55
67.62,11.18,1.44,14.93,36.98
67.57,11.14,1.49,13.85,37.66
67.58,11.1,1.51,14.94,36.52
67.54,11.07,1.4,14.16,36.9
67.54,11.03,1.34,14.64,37.52
67.54,10.99,1.47,15.0,37.65
67.57,10.96,1.29,14.76,37.72
67.57,10.92,1.4,14.51,37.81
67.63,10.89,1.37,14.51,35.82
67.67,10.85,1.44,14.48,37.47
67.68,10.81,1.32,13.86,37.24
67.71,10.78,1.42,14.25,37.17
67.67,10.74,1.37,14.04,37.89
67.7,10.7,1.43,14.29,37.78
67.67,10.67,1.3,13.29,37.42
67.72,10.63,1.33,14.79,37.92
67.7,10.59,1.45,14.28,39.01
67.7,10.56,1.45,13.83,37.01
67.64,10.52,1.34,13.51,38.37
67.63,10.48,1.45,14.26,37.55
67.64,10.45,1.44,14.5,37.94
67.61,10.41,1.51,13.95,38.58
67.65,10.37,1.41,14.36,36.75
67.67,10.34,1.38,14.51,38.22
67.7,10.3,1.3,14.46,37.68
67.73,10.26,1.44,14.04,37.47
67.69,10.23,1.49,13.75,38.15
67.75,10.19,1.38,14.86,37.95
67.71,10.15,1.38,13.12,38.01
67.68,10.12,1.43,13.99,38.0
67.71,10.08,1.34,14.33,37.82
67.69,10.05,1.37,13.95,37.27
67.65,10.01,1.44,13.42,37.47
67.67,10.0,1.36,13.92,36.82
21.57,88.81,3.77,13.94,37.91
25.09,88.78,2.97,100.0,87.78
28.53,88.75,3.02,99.96,88.39
31.96,88.71,2.98,99.94,87.35
35.37,88.68,2.88,99.98,87.22
38.75,88.64,3.07,99.64,87.1
42.1,88.6,2.98,99.69,86.77
45.45,88.56,3.02,100.0,87.57
48.75,88.52,2.98,99.86,88.15
51.99,88.48,2.97,100.0,87.32
53.55,88.44,2.99,54.46,69.88
54.92,88.4,2.98,49.95,70.17
56.12,88.36,2.99,46.13,71.87
57.14,88.32,2.96,42.79,70.74
58.0,88.28,2.91,38.95,70.81
58.76,88.23,2.97,35.84,70.63
59.37,88.19,3.03,33.32,71.19
59.95,88.15,2.96,32.26,70.92
60.46,88.11,3.04,30.18,70.01
60.86,88.07,2.96,27.97,69.88
61.25,88.03,2.98,27.35,70.55
61.61,87.98,2.95,26.46,70.25
61.94,87.94,2.97,26.0,71.36
62.21,87.9,2.92,24.5,69.49
62.43,87.86,2.86,23.63,70.48
62.56,87.81,3.01,22.14,71.84
62.68,87.77,2.97,21.84,72.4
62.78,87.73,3.0,21.18,72.39
62.91,87.68,2.92,21.9,72.34
63.0,87.64,2.99,21.74,74.09
63.08,87.6,3.04,20.58,73.65
63.11,87.55,2.89,20.26,74.46
63.13,87.51,3.01,20.67,74.15
63.19,87.46,3.06,19.53,74.1
63.28,87.42,2.99,20.25,73.64
63.31,87.38,2.93,19.92,74.35
63.35,87.33,2.98,20.24,74.45
63.33,87.29,2.95,19.2,74.69
63.31,87.25,2.86,19.04,75.19
63.35,87.2,2.85,19.9,75.46
63.41,87.16,2.9,19.26,74.56
63.43,87.11,2.99,19.29,75.72
63.47,87.07,2.93,19.36,74.91
63.49,87.02,2.94,20.16,75.28
63.53,86.98,2.85,20.02,75.47
63.5,86.94,2.92,18.52,74.45
63.46,86.89,2.87,18.76,75.61
63.53,86.85,2.97,19.66,75.38
63.62,86.8,2.84,20.21,74.51
63.58,86.76,2.89,18.89,75.73
63.59,86.71,2.94,18.72,75.08
63.61,86.67,2.97,18.99,73.81
63.58,86.63,2.98,18.33,75.24
63.57,86.58,3.0,18.89,74.68
63.62,86.54,2.81,19.82,75.02
63.68,86.49,2.88,19.54,74.63
63.67,86.45,2.91,18.54,75.66
63.67,86.41,2.91,19.19,75.54
63.65,86.36,2.89,19.23,75.99
63.62,86.32,2.98,19.06,74.62
63.59,86.27,2.94,18.04,74.77
63.6,86.23,2.88,19.03,74.28
63.62,86.18,2.89,19.33,74.9
63.65,86.14,2.94,20.17,75.02
63.69,86.1,2.88,18.65,74.76
63.66,86.05,2.94,18.9,74.81
63.67,86.01,2.97,19.04,75.35
63.66,85.96,2.87,18.52,75.22
63.67,85.92,2.95,18.85,74.09
63.71,85.88,2.97,19.7,74.7
63.67,85.83,2.9,18.5,74.46
63.67,85.79,2.91,18.55,74.39
63.66,85.74,2.93,19.14,74.41
63.69,85.7,2.88,19.07,75.0
63.75,85.65,2.87,19.36,74.13
63.75,85.61,2.99,19.11,74.32
63.71,85.57,2.96,18.35,75.92
63.68,85.52,2.89,19.07,74.86
63.71,85.48,2.83,19.55,74.3
63.66,85.43,2.94,18.61,75.09
63.66,85.39,2.88,19.11,74.19
63.64,85.35,3.0,18.82,74.72
63.67,85.3,2.94,19.23,73.86
63.64,85.26,2.83,18.16,73.71
63.68,85.21,2.89,20.13,74.46
63.64,85.17,3.0,18.65,73.2
63.7,85.13,2.93,19.86,73.69
63.67,85.08,2.96,19.22,73.44
63.63,85.04,2.88,17.99,73.95
63.65,84.99,2.91,19.27,73.46
63.7,84.95,2.92,20.1,73.16
63.72,84.91,2.91,18.77,73.34
63.72,84.86,2.9,18.2,74.27
63.69,84.82,2.98,18.83,74.8
63.7,84.78,2.87,19.41,73.39
63.64,84.73,2.91,17.98,73.97
63.63,84.69,2.86,18.43,74.02
63.68,84.64,2.84,19.28,73.53
63.68,84.6,2.92,18.89,73.31
63.69,84.56,2.96,18.63,73.41
63.69,84.51,2.92,19.18,73.51
63.71,84.47,2.85,19.03,72.74
63.68,84.42,2.84,18.15,72.77
63.63,84.38,2.88,17.79,73.26
63.63,84.34,2.86,18.8,74.1
63.66,84.29,2.82,19.07,73.85
63.64,84.25,2.86,18.55,72.81
63.66,84.21,2.87,19.11,73.45
63.63,84.16,2.82,18.2,72.62
63.68,84.12,2.8,19.69,72.37
63.72,84.07,2.82,19.3,73.05
63.71,84.03,2.86,18.54,73.08
63.66,83.99,2.93,18.71,72.99
63.7,83.94,2.83,20.45,73.08
63.71,83.9,2.92,19.2,73.24
63.67,83.86,2.83,17.85,73.41
63.67,83.81,2.86,18.28,72.9
63.7,83.77,2.9,18.55,72.91
63.72,83.72,2.84,19.18,73.48
63.66,83.68,2.91,17.98,72.44
63.66,83.64,2.96,19.41,72.73
63.66,83.59,2.88,18.81,72.9
63.71,83.55,2.79,19.31,72.2
63.7,83.51,3.0,18.36,73.35
63.66,83.46,2.8,18.95,73.46
63.69,83.42,2.93,19.47,71.55
63.69,83.38,2.88,19.19,72.5
63.72,83.33,2.92,19.21,72.15
63.72,83.29,2.89,18.73,72.57
63.73,83.24,2.84,19.27,72.01
63.66,83.2,2.92,18.34,71.62
63.65,83.16,2.84,18.26,72.95
63.65,83.11,2.86,19.37,72.29
63.62,83.07,2.86,18.57,72.37
63.67,83.03,2.85,19.06,71.97
63.73,82.98,2.84,19.6,72.3
63.69,82.94,2.8,19.16,72.23
63.68,82.9,2.87,19.23,72.29
63.71,82.85,2.89,19.22,71.94
63.74,82.81,2.88,18.85,71.8
63.69,82.77,2.81,18.1,72.23
63.69,82.72,2.83,18.62,71.89
63.71,82.68,2.71,18.75,71.59
63.72,82.64,2.92,18.71,72.66
63.69,82.59,2.93,17.84,71.24
63.69,82.55,2.78,18.35,71.54
63.72,82.51,2.8,19.2,70.33
63.73,82.46,2.85,18.6,72.1
63.76,82.42,2.81,19.31,70.89
63.79,82.38,2.93,19.18,72.17
63.81,82.33,2.88,19.2,71.83
63.75,82.29,2.94,18.65,72.29
63.74,82.25,2.74,18.77,70.87
63.75,82.2,2.86,18.23,71.53
63.74,82.16,2.81,18.86,71.03
63.73,82.12,2.83,18.41,71.35
63.71,82.07,2.76,18.48,71.49
63.69,82.03,2.81,18.88,71.26
63.69,81.99,2.82,19.23,70.61
63.72,81.94,2.89,19.24,72.05
63.75,81.9,2.83,19.01,70.89
63.77,81.86,2.83,18.94,70.83
63.77,81.81,2.86,18.8,71.31
63.73,81.77,2.84,18.49,70.51
63.73,81.73,2.83,18.59,70.23
63.75,81.68,2.9,18.55,71.2
63.76,81.64,2.85,18.81,71.07
63.73,81.6,2.84,18.58,71.2
63.74,81.55,2.78,19.06,70.68
63.71,81.51,2.74,18.14,71.06
63.71,81.47,2.84,18.32,70.28
63.73,81.42,2.88,18.42,70.46
63.71,81.38,2.87,18.24,71.37
63.69,81.34,2.81,18.78,71.26
63.74,81.29,2.81,19.53,69.35
63.77,81.25,2.84,19.13,71.22
63.78,81.21,2.9,18.71,70.6
63.76,81.16,2.87,18.25,70.56
63.79,81.12,2.85,18.82,71.15
63.79,81.08,2.82,18.1,71.55
63.77,81.03,2.79,17.94,69.9
63.74,80.99,2.83,17.82,69.78
63.76,80.95,2.84,19.49,70.63
63.77,80.91,2.87,18.85,70.83
63.79,80.86,2.86,19.1,70.49
63.75,80.82,2.78,18.28,69.72
63.78,80.78,2.79,19.08,70.07
63.77,80.73,2.81,18.43,69.83
63.78,80.69,2.74,18.9,70.42
63.81,80.65,2.89,19.2,70.23
63.82,80.6,2.81,19.04,70.56
63.86,80.56,2.93,18.66,70.56
63.84,80.52,2.9,18.58,69.38
63.85,80.47,2.75,18.83,70.57
63.89,80.43,2.74,19.3,69.92
63.87,80.39,2.79,18.22,70.97
63.83,80.35,2.84,18.41,69.67
63.84,80.3,2.87,18.29,70.51
63.82,80.26,2.83,17.67,69.8
63.89,80.22,2.82,19.68,69.56
63.85,80.17,2.72,17.52,69.98
63.81,80.13,2.78,17.41,69.19
63.78,80.09,2.78,18.25,69.59
63.78,80.04,2.68,17.76,70.28
63.77,80.0,2.85,18.44,69.45
63.83,79.96,2.79,18.45,69.54
63.85,79.92,2.76,19.39,70.03
63.83,79.87,2.78,18.44,69.26
63.82,79.83,2.82,18.65,70.63
63.75,79.79,2.84,17.72,70.16
63.76,79.74,2.73,18.7,69.25
63.74,79.7,2.78,18.1,69.71
63.75,79.66,2.92,19.0,69.23
63.76,79.62,2.84,19.13,69.23
63.8,79.57,2.79,18.31,68.76
63.8,79.53,2.82,18.23,69.28
63.85,79.49,2.78,19.08,68.64
63.86,79.44,2.81,18.49,70.02
63.8,79.4,2.82,17.42,69.39
63.82,79.36,2.86,19.09,68.99
63.79,79.32,2.76,18.25,68.56
63.74,79.27,2.74,18.18,69.45
63.79,79.23,2.86,18.76,68.87
63.77,79.19,2.75,17.84,67.96
63.76,79.14,2.74,18.09,68.82
63.76,79.1,2.81,18.4,68.36
63.74,79.06,2.78,18.19,68.36
63.77,79.02,2.81,18.91,69.6
63.77,78.97,2.74,18.55,68.16
63.81,78.93,2.77,18.88,67.78
63.81,78.89,2.76,18.94,68.35
63.83,78.85,2.87,18.34,69.1
63.82,78.8,2.79,18.28,67.03
63.83,78.76,2.86,18.89,68.81
63.79,78.72,2.78,17.99,68.51
63.83,78.68,2.69,19.41,68.39
63.82,78.63,2.76,18.35,69.15
63.88,78.59,2.71,19.08,68.34
63.91,78.55,2.68,18.7,69.5
63.91,78.5,2.7,17.96,68.62
63.87,78.46,2.71,17.76,67.91
63.92,78.42,2.77,19.19,68.2
63.93,78.38,2.78,18.25,68.38
63.92,78.33,2.8,18.26,68.38
63.9,78.29,2.86,18.37,68.64
63.88,78.25,2.86,18.07,68.46
63.88,78.21,2.73,18.21,68.17
63.88,78.16,2.78,18.42,69.5
63.9,78.12,2.81,18.0,69.13
63.92,78.08,2.72,18.63,68.19
63.9,78.04,2.69,17.68,67.6
63.91,77.99,2.73,18.04,68.21
63.9,77.95,2.82,18.83,68.7
63.89,77.91,2.76,18.14,67.92
63.87,77.87,2.76,18.12,67.66
63.87,77.82,2.76,18.31,68.22
63.91,77.78,2.82,18.69,68.62
63.93,77.74,2.77,18.71,69.07
63.97,77.69,2.82,19.34,66.7
63.97,77.65,2.73,18.58,69.48
63.99,77.61,2.83,17.91,68.32
63.96,77.57,2.73,18.01,68.3
63.95,77.52,2.76,18.65,68.83
63.93,77.48,2.65,18.02,68.39
63.94,77.44,2.77,18.71,67.67
63.91,77.4,2.78,18.35,68.06
63.89,77.35,2.68,17.32,68.05
63.89,77.31,2.78,18.49,68.08
63.83,77.27,2.73,16.94,68.04
63.87,77.23,2.82,19.0,68.1
63.84,77.18,2.7,17.62,67.67
63.83,77.14,2.81,17.52,67.49
63.89,77.1,2.81,19.11,66.71
63.87,77.06,2.82,18.19,67.33
63.83,77.01,2.68,17.63,67.46
63.79,76.97,2.74,17.56,66.89
63.88,76.93,2.69,19.53,66.86
63.86,76.89,2.87,17.72,66.59
63.82,76.84,2.73,17.58,67.3
63.81,76.8,2.79,17.9,67.23
63.86,76.76,2.63,18.66,65.73
63.82,76.72,2.8,17.49,66.4
63.81,76.68,2.75,18.47,67.27
63.83,76.63,2.71,18.79,66.95
63.84,76.59,2.71,18.36,65.8
63.89,76.55,2.73,18.76,66.68
63.9,76.51,2.64,18.04,66.83
63.9,76.47,2.76,17.93,66.45
63.89,76.42,2.72,18.34,65.52
63.87,76.38,2.8,18.09,66.65
63.85,76.34,2.76,17.23,66.71
63.87,76.3,2.67,18.83,66.9
63.82,76.25,2.78,17.38,66.27
63.82,76.21,2.82,18.38,65.72
63.84,76.17,2.82,18.54,65.77
63.87,76.13,2.63,18.29,66.56
63.85,76.09,2.74,18.07,66.83
63.84,76.04,2.75,18.07,65.97
63.91,76.0,2.81,18.58,66.16
63.93,75.96,2.69,17.27,66.13
94.43,30.39,1.1,19.26,66.16
93.27,30.33,1.76,0.07,100.0
92.12,30.27,1.88,0.0,100.0
91.01,30.21,1.79,0.0,100.0
89.87,30.15,1.83,0.0,99.8
88.72,30.09,1.71,0.0,100.0
87.62,30.03,1.96,0.55,98.86
86.5,29.97,1.8,0.0,99.44
85.38,29.91,1.88,0.08,100.0
84.27,29.85,1.86,0.12,100.0
83.16,29.79,1.75,0.0,100.0
82.08,29.73,1.76,0.34,99.78
81.02,29.68,1.79,0.35,99.69
79.97,29.62,1.76,0.0,99.26
78.95,29.56,1.88,0.53,100.0
77.89,29.51,1.91,0.0,100.0
76.9,29.45,1.86,0.99,100.0
75.89,29.4,1.79,0.0,99.67
74.84,29.34,1.8,0.09,99.58
73.87,29.29,1.75,0.45,99.89
72.86,29.23,1.82,0.0,99.97
71.9,29.18,1.78,0.0,100.0
71.24,29.14,1.84,0.62,54.09
70.5,29.1,1.75,0.43,51.94
69.83,29.06,1.76,0.0,48.5
69.19,29.02,1.84,0.61,45.79
68.73,28.98,1.8,4.53,43.5
68.46,28.94,1.85,7.83,40.41
68.19,28.9,1.74,8.73,40.35
68.01,28.87,1.85,10.95,38.8
67.88,28.83,1.69,11.45,39.68
67.8,28.79,1.79,13.03,38.47
67.77,28.76,1.8,13.41,38.57
67.76,28.72,1.81,12.66,37.86
67.76,28.68,1.79,14.65,38.72
67.71,28.65,1.83,13.44,37.16
67.68,28.61,1.73,13.42,38.06
67.63,28.57,1.71,13.68,37.22
67.58,28.54,1.78,13.76,38.24
67.59,28.5,1.81,14.28,37.9
67.57,28.46,1.87,14.6,37.25
67.58,28.43,1.74,14.19,37.62
67.63,28.39,1.74,15.05,37.7
67.6,28.35,1.77,13.56,37.28
67.6,28.32,1.86,14.21,36.44
67.61,28.28,1.79,14.62,37.71
67.62,28.25,1.73,14.78,37.66
67.6,28.21,1.78,14.17,37.63
67.62,28.17,1.77,14.65,37.8
67.59,28.14,1.67,13.61,37.32
67.62,28.1,1.83,15.17,37.42
67.59,28.06,1.75,13.96,37.77
67.56,28.03,1.8,14.05,38.21
67.55,27.99,1.76,13.69,37.84
67.6,27.95,1.67,14.6,37.39
67.61,27.92,1.75,14.81,36.93
67.57,27.88,1.81,14.12,37.44
67.53,27.85,1.7,13.67,37.56
67.55,27.81,1.69,14.92,36.34
67.56,27.77,1.77,14.91,36.75
67.52,27.74,1.79,14.23,37.23
67.57,27.7,1.79,15.74,38.49
67.55,27.66,1.73,13.7,38.02
67.57,27.63,1.78,15.34,37.06
67.53,27.59,1.7,14.03,37.8
67.51,27.55,1.68,14.37,37.5
67.49,27.52,1.69,14.63,37.03
67.56,27.48,1.73,16.09,36.55
67.57,27.45,1.73,14.45,37.54
67.54,27.41,1.83,13.95,37.92
67.55,27.37,1.73,13.62,37.27
67.54,27.34,1.73,14.61,37.33
67.57,27.3,1.77,14.59,36.84
67.57,27.26,1.71,14.7,37.69
67.54,27.23,1.72,14.28,37.28
67.48,27.19,1.73,14.5,38.22
67.56,27.15,1.75,15.99,36.98
67.56,27.12,1.7,14.33,36.1
67.59,27.08,1.86,14.24,36.99
67.57,27.05,1.76,14.59,37.11
67.56,27.01,1.77,15.49,37.14
67.59,26.97,1.76,15.14,36.45
67.61,26.94,1.72,14.4,36.98
67.6,26.9,1.77,13.59,36.42
67.59,26.86,1.68,14.42,37.2
67.57,26.83,1.72,14.24,36.3
67.6,26.79,1.8,14.88,37.26
67.62,26.76,1.69,14.92,37.64
67.62,26.72,1.83,14.67,38.3
67.6,26.68,1.75,13.5,36.92
67.61,26.65,1.72,15.05,37.4
67.59,26.61,1.78,13.6,36.86
67.59,26.57,1.67,14.64,36.5
67.59,26.54,1.73,15.03,37.08
67.56,26.5,1.66,14.12,38.12
67.51,26.46,1.66,13.57,37.22
67.55,26.43,1.8,15.53,37.37
67.55,26.39,1.77,15.03,36.79
67.55,26.36,1.76,14.88,37.3
67.57,26.32,1.69,14.31,37.16
67.57,26.28,1.74,13.77,36.77
67.58,26.25,1.68,14.53,37.01
67.57,26.21,1.69,14.67,36.95
67.57,26.17,1.54,14.39,37.26
67.59,26.14,1.67,14.17,37.09
67.56,26.1,1.74,14.55,38.1
67.53,26.07,1.68,14.24,36.98
67.62,26.03,1.75,16.15,37.56
67.6,25.99,1.68,13.47,37.68
67.65,25.96,1.7,14.89,37.75
67.64,25.92,1.63,13.56,37.41
67.57,25.88,1.72,13.14,37.6
67.56,25.85,1.82,15.04,37.01
67.57,25.81,1.7,14.16,36.7
67.59,25.77,1.7,14.55,37.52
67.64,25.74,1.67,15.21,36.3
67.64,25.7,1.75,14.84,37.63
67.62,25.67,1.69,14.62,37.87
67.62,25.63,1.61,14.29,37.45
67.6,25.59,1.67,14.43,37.35
67.59,25.56,1.67,14.28,35.61
67.6,25.52,1.79,14.73,36.95
67.6,25.48,1.74,14.92,37.83
67.6,25.45,1.68,14.29,37.3
67.64,25.41,1.78,15.16,37.31
67.66,25.37,1.75,14.7,36.84
67.64,25.34,1.76,14.51,37.06
67.64,25.3,1.7,13.76,37.42
67.62,25.27,1.64,13.77,37.14
67.63,25.23,1.74,14.15,37.65
67.59,25.19,1.64,13.86,38.11
67.59,25.16,1.7,14.35,38.09
67.6,25.12,1.62,15.3,36.63
67.63,25.08,1.71,14.61,37.47
67.61,25.05,1.62,14.02,37.52
67.66,25.01,1.73,15.69,37.71
67.64,24.97,1.73,14.39,37.57
67.66,24.94,1.71,14.35,37.16
67.65,24.9,1.71,14.38,38.35
67.65,24.86,1.7,14.49,37.25
67.58,24.83,1.63,13.61,38.77
67.58,24.79,1.73,15.18,37.67
67.66,24.75,1.61,15.23,37.32
67.67,24.72,1.68,14.36,38.24
67.66,24.68,1.72,13.83,37.9
67.66,24.65,1.65,14.59,37.11
67.63,24.61,1.82,13.88,38.13
67.62,24.57,1.66,14.34,37.54
67.61,24.54,1.65,14.25,38.05
67.59,24.5,1.75,13.89,37.21
67.56,24.46,1.6,13.82,37.18
67.54,24.43,1.7,14.21,36.91
67.56,24.39,1.77,14.7,36.87
67.61,24.35,1.68,15.48,36.26
67.61,24.32,1.69,14.39,37.26
67.59,24.28,1.7,14.04,37.0
67.59,24.25,1.7,14.78,37.77
67.6,24.21,1.67,14.97,37.92
67.6,24.17,1.72,14.5,36.82
67.61,24.14,1.64,14.73,37.26
67.61,24.1,1.66,14.68,37.41
67.62,24.06,1.66,14.29,37.23
67.62,24.03,1.68,15.09,38.21
67.64,23.99,1.66,13.96,37.31
67.61,23.95,1.64,14.36,37.82
67.52,23.92,1.71,13.75,36.99
67.55,23.88,1.65,15.89,37.17
67.57,23.85,1.72,14.46,36.7
67.58,23.81,1.77,13.99,37.65
67.7,23.77,1.66,15.95,36.87
67.64,23.74,1.69,13.52,37.95
67.63,23.7,1.67,13.49,37.45
67.64,23.66,1.59,14.31,37.74
67.64,23.63,1.73,14.45,37.43
67.57,23.59,1.64,13.56,37.06
67.57,23.55,1.65,15.27,37.2
67.56,23.52,1.61,13.83,36.72
67.59,23.48,1.66,15.22,37.19
67.61,23.45,1.7,14.86,37.74
67.59,23.41,1.67,14.25,37.7
67.57,23.37,1.69,14.33,37.13
67.57,23.34,1.73,15.24,37.86
67.55,23.3,1.67,14.41,37.59
67.58,23.26,1.73,14.86,36.45
67.57,23.23,1.71,14.42,38.01
67.55,23.19,1.65,13.46,38.49
67.49,23.15,1.69,13.69,37.36
67.55,23.12,1.7,15.25,36.5
67.55,23.08,1.71,15.18,37.21
67.59,23.05,1.77,14.55,36.51
67.58,23.01,1.64,14.46,38.43
67.55,22.97,1.7,14.2,38.14
67.57,22.94,1.64,14.42,36.97
67.6,22.9,1.69,14.38,37.85
67.58,22.86,1.67,14.1,37.12
67.56,22.83,1.57,14.01,37.69
67.55,22.79,1.75,14.15,37.0
67.57,22.75,1.64,14.81,36.78
67.61,22.72,1.65,14.73,37.58
67.62,22.68,1.76,15.19,37.88
67.65,22.64,1.76,14.47,37.05
67.63,22.61,1.69,14.08,37.35
67.64,22.57,1.73,14.86,37.81
67.61,22.54,1.67,13.98,38.09
67.6,22.5,1.72,14.26,37.43
67.62,22.46,1.7,14.05,37.02
67.53,22.43,1.6,13.06,37.21
67.46,22.39,1.65,13.24,37.06
67.46,22.35,1.72,14.42,36.89
67.51,22.32,1.75,15.97,37.21
67.5,22.28,1.76,14.16,36.34
67.49,22.25,1.69,14.88,36.92
67.52,22.21,1.61,15.51,37.37
67.49,22.17,1.58,14.21,37.14
67.5,22.14,1.67,14.83,36.73
67.53,22.1,1.59,15.03,36.86
67.52,22.06,1.69,14.86,37.2
67.54,22.03,1.69,14.45,37.12
67.58,21.99,1.67,14.76,36.99
67.53,21.95,1.65,14.23,36.91
67.55,21.92,1.71,14.79,37.68
67.53,21.88,1.68,14.37,37.76
67.48,21.85,1.62,14.09,37.24
67.5,21.81,1.68,15.36,36.65
67.52,21.77,1.77,14.97,36.74
67.57,21.74,1.64,15.44,37.67
67.52,21.7,1.54,13.39,36.94
67.52,21.66,1.67,14.31,36.09
67.54,21.63,1.54,15.43,37.29
67.51,21.59,1.62,13.87,36.53
67.5,21.56,1.63,14.46,37.19
67.56,21.52,1.63,15.55,36.42
67.58,21.48,1.58,14.47,37.69
67.57,21.45,1.66,14.44,37.45
67.55,21.41,1.62,14.71,38.2
67.51,21.37,1.64,14.27,37.49
67.49,21.34,1.6,14.65,36.66
67.55,21.3,1.71,15.6,36.95
67.58,21.27,1.6,14.82,36.93
67.6,21.23,1.61,14.27,36.56
67.61,21.19,1.59,14.52,36.86
67.62,21.16,1.62,14.27,37.88
67.6,21.12,1.66,13.42,38.96
67.57,21.08,1.68,14.03,37.34
67.58,21.05,1.68,14.7,36.9
67.62,21.01,1.61,15.35,38.07
67.55,20.97,1.63,12.64,37.64
67.58,20.94,1.65,14.73,36.53
67.6,20.9,1.6,14.88,37.78
67.6,20.86,1.67,14.34,37.46
67.65,20.83,1.62,14.71,38.45
67.54,20.79,1.58,12.18,38.22
67.56,20.76,1.54,14.54,36.95
67.56,20.72,1.65,14.09,37.42
67.55,20.68,1.63,14.24,36.75
67.59,20.65,1.55,15.46,36.16
67.57,20.61,1.63,13.63,37.85
67.59,20.57,1.72,15.06,37.03
67.58,20.54,1.52,14.36,37.71
67.57,20.5,1.65,13.49,37.03
67.63,20.46,1.56,15.06,36.77
67.62,20.43,1.68,14.34,37.51
67.6,20.39,1.59,13.93,36.8
67.66,20.36,1.55,16.07,37.75
67.61,20.32,1.68,13.11,37.12
67.62,20.28,1.62,14.91,37.55
67.59,20.25,1.6,14.02,38.34
67.57,20.21,1.55,13.32,37.28
67.53,20.17,1.66,14.22,37.67
67.52,20.14,1.62,14.56,36.92
67.57,20.1,1.66,16.14,37.45
67.58,20.06,1.45,14.44,37.95
67.57,20.03,1.55,14.01,37.79
67.56,19.99,1.71,14.29,36.31
67.6,19.96,1.65,15.01,38.36
67.63,19.92,1.65,15.38,37.59
67.64,19.88,1.6,14.92,37.3
67.61,19.85,1.69,14.57,37.96
67.58,19.81,1.73,13.99,37.33
67.61,19.77,1.63,14.64,36.89
67.58,19.74,1.57,14.25,37.86
67.59,19.7,1.68,13.49,36.67
67.58,19.66,1.58,14.51,38.18
67.58,19.63,1.65,14.53,37.27
67.61,19.59,1.61,14.57,37.7
67.59,19.55,1.58,13.85,36.76
67.65,19.52,1.52,14.48,37.37
67.59,19.48,1.61,13.11,37.76
